YEAR,Day,SolarRadiation,Temperature,Humidity,WindSpeed
2025,90,26.21,25.23,15.67,2.17
2025,91,25.69,25.81,18.68,2.3
2025,92,25.38,27.68,15.72,1.5
2025,93,23.43,28.58,14.96,1.29
2025,94,23.84,29.19,16.1,2.06
2025,95,25.71,28.08,19.75,2.18
2025,96,25.04,29.94,17.46,1.68
2025,97,24.5,31.35,17.97,1.79
2025,98,23.75,30.98,17.89,2.94
2025,99,23.06,32.16,22.25,1.96
2025,100,19.58,32.09,27.77,1.65
2025,101,21.3,30.64,34.96,3.53
2025,102,23.53,27.73,45.2,1.94
2025,103,23.66,30.12,32.3,1.11
2025,104,24.88,30.11,28.29,1.97
2025,105,23.37,30.74,29.79,2.19
2025,106,22.18,31.72,28.23,1.9
2025,107,23.29,32.74,26.63,1.79
2025,108,23.7,32.79,27.63,2.22
2025,109,22.85,32.92,30.93,4.6
2025,110,22.79,32.74,28.96,3.58
2025,111,23.28,32.94,20.75,2.73
2025,112,27.37,31.36,9.67,2.11
2025,113,27.16,32.08,13.87,2.51
2025,114,27.83,32.83,9.21,1.61
2025,115,26.57,33.24,8.88,1.79
2025,116,21.83,33.9,9.57,1.37
2025,117,23.26,33.05,12.23,1.43
2025,118,23.28,32.56,15.76,2.9
2025,119,24,30.57,24.31,3.29
2025,120,23.26,31.36,31.1,3.31
2025,121,21.79,31.9,34.35,3.69
2025,122,12.59,28.44,52.94,2.38
